"county","state","total_votes_12","dem12_frac","rep12_frac","total_population","registered_voters","reg_vote_frac","turnout","hs_diploma_degree","median_income","poverty_frac","caucasian_frac","gini_coefficient","median_age","adult_smoking","uninsured","unemployment","violent_crime","homicide_rate","infant_mortality","african_american_frac","latino_frac","bachelors_degree","graduate_degree","competitive_state_08","margin_state_08"
"Edwards","Texas",884,0.262443438914027,0.726244343891403,1955,1514,0.774424552429668,0.583883751651255,0.677,"Low",0.2305,0.4825,0.626,42.6,0.1918,0.353,0.068,250.84,12.47,14.24,0.0025,0.5105,0.221,0.05,FALSE,0.117692390064368
"Ellis","Texas",54151,0.256338756440324,0.730808295322339,145979,101371,0.694421800395947,0.534186305748192,0.829,"High",0.113,0.657,0.404,34.6,0.134,0.226,0.068,216.98,4.11,6.5,0.0905,0.23,0.21,0.06,FALSE,0.117692390064368
"Erath","Texas",12473,0.157540287019963,0.82810871482402,36672,21242,0.579243019197208,0.587185764052349,0.795,"Low",0.207,0.7825,0.466,31.7,0.247,0.323,0.055,184.38,4.3,8.08,0.0105,0.1835,0.24,0.077,FALSE,0.117692390064368
"Falls","Texas",5434,0.374125874125874,0.617592933382407,17457,10106,0.578908174371312,0.537700376014249,0.735,"Low",0.2325,0.5325,0.433,38.9,0.2548,0.27,0.084,196.76,9.452,15.4,0.253,0.198,0.098,0.041,FALSE,0.117692390064368
"Fannin","Texas",10804,0.230099962976675,0.755368382080711,33399.5,20542,0.615039147292624,0.525946840619219,0.824,"Medium",0.1505,0.8165,0.417,40.2,0.271,0.255,0.086,146.04,4.26,11.08,0.0705,0.0855,0.147,0.043,FALSE,0.117692390064368
"Fayette","Texas",10551,0.219410482418728,0.768268410577197,23587,16246,0.688769237291728,0.649452172842546,0.79,"High",0.1105,0.7465,0.446,45.6,0.1816,0.237,0.048,129.75,5.98,8.94,0.0645,0.1755,0.176,0.042,FALSE,0.117692390064368
"Fisher","Texas",1629,0.314303253529773,0.671577655003069,4001,2756,0.688827793051737,0.591074020319303,0.81,"Medium",0.146,0.697,0.413,45,0.2146,0.25,0.052,168.01,13.87,15.66,0.0355,0.257,0.152,0.043,FALSE,0.117692390064368
"Floyd","Texas",2085,0.264268585131894,0.730455635491607,6564.5,4081,0.621677203138091,0.510904190149473,0.746,"Low",0.2325,0.446,0.417,35.7,0.226,0.268,0.068,356.37,11.72,16.3,0.0345,0.5075,0.171,0.051,FALSE,0.117692390064368
"Foard","Texas",495,0.282828282828283,0.703030303030303,1330,949,0.713533834586466,0.521601685985248,0.758,"Low",0.256,0.786,0.458,41.9,0.2616,0.339,0.057,74.31,11.416,16.88,0.039,0.1665,0.156,0.077,FALSE,0.117692390064368
"Franklin","Texas",4257,0.1764153159502,0.809490251350717,10760,6807,0.632620817843866,0.625385632437197,0.827,"Low",0.15,0.8055,0.486,40.9,0.1924,0.245,0.065,202.22,13.794,8.8,0.049,0.13,0.236,0.073,FALSE,0.117692390064368
"Freestone","Texas",7570,0.244385733157199,0.745838837516513,19376,11989,0.618755161023947,0.631412127783802,0.787,"Medium",0.157,0.692,0.484,41.1,0.211,0.249,0.054,269,7.774,9.1,0.17,0.124,0.14,0.042,FALSE,0.117692390064368
"Frio","Texas",3968,0.598790322580645,0.39289314516129,16676.5,9139,0.548016670164603,0.434183171025276,0.643,"Low",0.2145,0.1935,0.436,31.7,0.1876,0.239,0.056,213.84,9.33,7.72,0.03,0.76,0.081,0.032,FALSE,0.117692390064368
"Gaines","Texas",4066,0.131578947368421,0.856861780619774,16183,8618,0.532534140765,0.471803202599211,0.582,"High",0.1705,0.589,0.511,29.2,0.2424,0.342,0.046,84.99,10.828,9.62,0.0145,0.3785,0.129,0.02,FALSE,0.117692390064368
"Galveston","Texas",110078,0.358936390559422,0.627364232635041,286874.5,206507,0.719851363575361,0.533047305902463,0.859,"High",0.129,0.5985,0.449,37.1,0.172,0.208,0.077,348.27,7.19,6.9,0.1385,0.2165,0.263,0.091,FALSE,0.117692390064368
"Garza","Texas",1560,0.178846153846154,0.809615384615385,5602,2719,0.485362370581935,0.573740345715336,0.629,"Low",0.235,0.4145,0.477,35.6,0.1864,0.228,0.061,56.6,14.138,9.3,0.0405,0.535,0.086,0.016,FALSE,0.117692390064368
"Gillespie","Texas",12550,0.163745019920319,0.821195219123506,24162.5,18917,0.782907397827212,0.663424433049638,0.864,"Medium",0.0745,0.7945,0.436,49.3,0.1724,0.265,0.042,59.18,5.412,13.6,0.0015,0.1905,0.268,0.098,FALSE,0.117692390064368
"Glasscock","Texas",578,0.0761245674740484,0.910034602076125,1317,772,0.586180713743356,0.748704663212435,0.78,"High",0.114,0.653,0.4,39.6,0.2082,0.258,0.043,108.93,11.134,8.72,0.024,0.32,0.164,0.035,FALSE,0.117692390064368
"Goliad","Texas",3458,0.325910931174089,0.663389242336611,7108,5619,0.790517726505346,0.615411995016907,0.838,"High",0.1235,0.591,0.456,44.5,0.193,0.21,0.053,197.69,11.072,15.08,0.0405,0.3495,0.18,0.045,FALSE,0.117692390064368
"Gonzales","Texas",6057,0.293379560838699,0.696054152220571,19658.5,12285,0.624920517842155,0.493040293040293,0.676,"Low",0.201,0.4545,0.449,36.4,0.203,0.31,0.046,578.78,6.722,9.6,0.0745,0.4615,0.139,0.041,FALSE,0.117692390064368
"Gray","Texas",7389,0.119907971308702,0.871971850047368,22163,12728,0.574290484140234,0.580531112507857,0.793,"Low",0.1645,0.7005,0.469,38.7,0.361,0.282,0.048,545.88,7.986,11.4,0.0515,0.2165,0.122,0.035,FALSE,0.117692390064368
"Grayson","Texas",42264,0.252460723074011,0.731970471323112,119395,78559,0.657975627120064,0.537990554869588,0.852,"High",0.134,0.796,0.424,38.9,0.19,0.243,0.072,279.57,4.6,4.9,0.0565,0.1055,0.192,0.057,FALSE,0.117692390064368
"Gregg","Texas",41507,0.298696605391862,0.692461512515961,119315.5,69257,0.580452665412289,0.59931848044241,0.824,"Medium",0.1625,0.6255,0.459,35.4,0.171,0.241,0.057,585.09,8.82,6.8,0.198,0.147,0.203,0.059,FALSE,0.117692390064368
"Grimes","Texas",8601,0.271945122660156,0.713986745727241,26112.5,15713,0.60174246050742,0.547381149366766,0.772,"Medium",0.155,0.6145,0.438,38.7,0.2202,0.281,0.065,316.42,8.844,9.16,0.168,0.199,0.113,0.036,FALSE,0.117692390064368
"Guadalupe","Texas",49514,0.317970674960617,0.668841135840368,121900,92971,0.762682526661198,0.53257467382302,0.851,"High",0.099,0.557,0.395,36.3,0.209,0.207,0.058,219.32,3.05,5,0.0595,0.352,0.24,0.086,FALSE,0.117692390064368
"Hale","Texas",8854,0.253331827422634,0.733002032979444,35904,19464,0.542112299465241,0.454891080969996,0.7,"Low",0.185,0.3895,0.432,32.5,0.282,0.27,0.065,237.93,6.262,7.68,0.051,0.543,0.141,0.046,FALSE,0.117692390064368
"Hall","Texas",1109,0.238954012623986,0.750225428313796,3404,2009,0.590188014101058,0.552015928322549,0.722,"Low",0.279,0.586,0.543,42.8,0.2498,0.361,0.08,236.64,14.296,15.8,0.0745,0.319,0.152,0.025,FALSE,0.117692390064368
"Hamilton","Texas",3552,0.166385135135135,0.821509009009009,8284,5481,0.661636890391115,0.648056923918993,0.826,"Medium",0.1225,0.89,0.444,45.5,0.2076,0.267,0.054,264.54,10.34,15.08,0.002,0.098,0.234,0.069,FALSE,0.117692390064368
"Hansford","Texas",1962,0.081039755351682,0.91131498470948,5429.5,3074,0.566166313656875,0.63825634352635,0.76,"Medium",0.1455,0.554,0.389,36.4,0.1916,0.302,0.039,132.35,13.214,9,0.004,0.4295,0.202,0.052,FALSE,0.117692390064368
"Hardeman","Texas",1495,0.202006688963211,0.786622073578595,4125.5,2537,0.614955762937826,0.589278675601104,0.794,"Low",0.16,0.6965,0.385,44.2,0.1822,0.264,0.051,252.46,13.202,11.54,0.0935,0.1915,0.147,0.045,FALSE,0.117692390064368
"Hardin","Texas",21297,0.157721744846692,0.833262900878058,53219.5,37875,0.711675231822922,0.56229702970297,0.851,"High",0.121,0.8775,0.419,38,0.255,0.196,0.079,161.27,2.72,5.5,0.063,0.042,0.154,0.035,FALSE,0.117692390064368
"Harris","Texas",1188585,0.493901572037339,0.49308463424997,4001124.5,2219647,0.554755794277334,0.535483795396295,0.776,"High",0.1675,0.3475,0.488,32,0.157,0.285,0.068,779.22,10.37,6.2,0.1825,0.396,0.277,0.095,FALSE,0.117692390064368
"Harrison","Texas",26170,0.323118074130684,0.669163163928162,64579.5,44385,0.687292407033192,0.589613608200969,0.837,"Medium",0.1605,0.6605,0.45,37.6,0.225,0.244,0.069,445.85,9.16,9.2,0.223,0.0985,0.162,0.054,FALSE,0.117692390064368
"Hartley","Texas",1913,0.0961840041819132,0.892838473601673,5575.5,2976,0.533763788001076,0.642809139784946,0.784,"High",0.076,0.7035,0.437,39.9,0.1754,0.237,0.044,207.12,12.478,9.26,0.0735,0.2095,0.198,0.049,FALSE,0.117692390064368
"Haskell","Texas",2013,0.27471435668157,0.707401887729757,5542,3407,0.614760014435222,0.590842383328441,0.779,"Low",0.194,0.7065,0.476,44.2,0.1938,0.269,0.056,128.96,10.78,13.64,0.0375,0.2395,0.117,0.035,FALSE,0.117692390064368
"Hays","Texas",59011,0.432749826303571,0.536527088170002,149239,119601,0.801405798752337,0.49339888462471,0.881,"Medium",0.171,0.5975,0.459,30,0.137,0.225,0.057,210.68,2.05,4.3,0.037,0.3385,0.35,0.109,FALSE,0.117692390064368
"Hemphill","Texas",1509,0.127236580516899,0.860172299536117,3585,2368,0.660529986052999,0.637246621621622,0.807,"High",0.155,0.7575,0.429,41.8,0.1804,0.249,0.023,429.07,13.78,9.08,5e-04,0.219,0.163,0.046,FALSE,0.117692390064368
"Henderson","Texas",27627,0.221015673073443,0.768487349332175,78653.5,50598,0.643302586661751,0.546009723704494,0.79,"Medium",0.171,0.8145,0.46,42.3,0.249,0.285,0.073,428.58,4.02,6.6,0.0625,0.102,0.142,0.047,FALSE,0.117692390064368
"Hidalgo","Texas",139159,0.704007645930195,0.286470871449206,738733,335738,0.454478140275309,0.414486891564255,0.602,"Low",0.352,0.0835,0.491,28.1,0.12,0.389,0.11,337.58,4.63,4.7,0.0045,0.9,0.151,0.044,FALSE,0.117692390064368
"Hill","Texas",12045,0.228476546284765,0.758156911581569,35184,22800,0.648021828103683,0.528289473684211,0.781,"Medium",0.1565,0.7365,0.437,39.9,0.193,0.28,0.069,108.46,4.256,12.9,0.063,0.181,0.153,0.037,FALSE,0.117692390064368
"Hockley","Texas",7134,0.208298289879451,0.777403980936361,22647,13702,0.605024948116748,0.520653919135893,0.741,"Medium",0.1675,0.5215,0.433,33.4,0.154,0.257,0.047,404.19,9.974,7.46,0.0295,0.4295,0.18,0.048,FALSE,0.117692390064368
"Hood","Texas",22535,0.170534723763035,0.816907033503439,50271,38096,0.75781265540769,0.591531919361613,0.862,"High",0.115,0.867,0.446,45.5,0.225,0.237,0.056,175.26,2.93,9.4,0.005,0.1,0.239,0.071,FALSE,0.117692390064368
"Hopkins","Texas",12753,0.217752685642594,0.771269505214459,34512.5,22483,0.651445128576603,0.567228572699373,0.787,"Medium",0.1585,0.763,0.433,39.2,0.284,0.289,0.06,183.62,4.896,9.28,0.0745,0.143,0.167,0.053,FALSE,0.117692390064368
"Houston","Texas",8214,0.275748721694668,0.715850986121256,23172,13146,0.567322630761264,0.62482884527613,0.785,"Low",0.257,0.6265,0.493,42.8,0.1706,0.288,0.095,192.54,11.264,11.82,0.2565,0.0985,0.134,0.035,FALSE,0.117692390064368
"Howard","Texas",8695,0.242668200115009,0.742150661299598,33668,17065,0.50686111441131,0.509522414298271,0.708,"Low",0.192,0.5275,0.437,38.3,0.2154,0.231,0.061,576.37,4.2,8.9,0.047,0.397,0.101,0.034,FALSE,0.117692390064368
"Hudspeth","Texas",863,0.439165701042874,0.54577056778679,3322.5,1844,0.555003762227239,0.468004338394794,0.505,"Low",0.4225,0.219,0.498,36.9,0.2482,0.375,0.057,128.17,12.612,9.56,0.0075,0.7625,0.105,0.031,FALSE,0.117692390064368
"Hunt","Texas",28049,0.237833790865985,0.749081963706371,84166.5,51706,0.614329929366197,0.542470893126523,0.8,"Medium",0.1865,0.7585,0.453,37.2,0.34,0.26,0.078,411.76,6.28,8.5,0.085,0.1255,0.17,0.055,FALSE,0.117692390064368
"Hutchinson","Texas",7928,0.131811301715439,0.858224016145308,21915.5,13566,0.619013939905546,0.584402181925402,0.835,"Medium",0.153,0.744,0.419,37.2,0.2274,0.244,0.055,896.16,7.918,8.92,0.024,0.1935,0.13,0.04,FALSE,0.117692390064368
"Irion","Texas",788,0.142131979695431,0.847715736040609,1638.5,1341,0.818431492218493,0.587621178225205,0.816,"Medium",0.0255,0.6815,0.489,44.5,0.1638,0.254,0.043,81.2,11.668,9.02,0.024,0.2835,0.123,0.014,FALSE,0.117692390064368
"Jack","Texas",2908,0.104195323246217,0.887207702888583,8867.5,5050,0.569495348181562,0.575841584158416,0.789,"High",0.1755,0.809,0.421,39.2,0.2266,0.258,0.045,125.54,11.696,9.86,0.0415,0.1255,0.105,0.024,FALSE,0.117692390064368
"Jackson","Texas",5025,0.212935323383085,0.777313432835821,14098,9056,0.642360618527451,0.55488074204947,0.772,"High",0.1085,0.632,0.457,39,0.2104,0.241,0.052,237.21,12.532,8.72,0.0745,0.2845,0.169,0.04,FALSE,0.117692390064368
"Jasper","Texas",13517,0.253236664940445,0.736627949988903,35070.5,23616,0.673386464407408,0.572366192411924,0.816,"Medium",0.186,0.757,0.441,39.6,0.224,0.249,0.099,291.22,5.778,9.5,0.168,0.052,0.14,0.03,FALSE,0.117692390064368
"Jefferson","Texas",88627,0.503999909734054,0.487910004851795,247474.5,149152,0.602696439431133,0.594205910748766,0.814,"High",0.184,0.4615,0.468,36.2,0.215,0.241,0.107,637.4,9.5,7.9,0.338,0.1545,0.178,0.056,FALSE,0.117692390064368
"Johnson","Texas",48838,0.214914615668127,0.771141324378558,150505.5,90947,0.604276920112554,0.536994073471362,0.817,"High",0.108,0.773,0.405,36.1,0.197,0.261,0.066,250,2.95,6.9,0.03,0.17,0.161,0.043,FALSE,0.117692390064368
"Jones","Texas",5567,0.22022633375247,0.765582899227591,19712.5,10086,0.511655041217502,0.551953202458854,0.696,"Medium",0.127,0.6205,0.412,38.2,0.2306,0.264,0.063,315.61,7.29,10.18,0.121,0.24,0.093,0.025,FALSE,0.117692390064368
"Karnes","Texas",4185,0.316606929510155,0.675029868578256,14942,7934,0.530986481060099,0.527476682631712,0.656,"Low",0.19,0.394,0.441,38.5,0.1696,0.218,0.068,206.74,13.082,8.78,0.098,0.495,0.084,0.025,FALSE,0.117692390064368
"Kaufman","Texas",34670,0.273204499567349,0.716642630516297,99671.5,66948,0.671686490120044,0.517864611340145,0.827,"High",0.117,0.703,0.394,35.2,0.232,0.24,0.071,338.65,5.43,4.9,0.103,0.167,0.172,0.048,FALSE,0.117692390064368
"Kendall","Texas",17783,0.171118483945341,0.815835348366417,32352,28967,0.895369683481701,0.613905478648117,0.911,"High",0.0645,0.7735,0.477,43.3,0.131,0.201,0.055,109.23,2.14,6.9,0.0065,0.2015,0.355,0.129,FALSE,0.117692390064368
"Kenedy","Texas",167,0.491017964071856,0.502994011976048,376,319,0.848404255319149,0.523510971786834,0.299,"High",0.3365,0.245,0.417,51.2,0.2074,0.211,0.033,652.53,12.598,8.2,0.001,0.742,0.0895,0.0435,FALSE,0.117692390064368
"Kent","Texas",405,0.162962962962963,0.827160493827161,755.5,616,0.815354070152217,0.657467532467532,0.906,"High",0.071,0.835,0.377,45.8,0.2086,0.2,0.05,558.42,12.212,16.76,0.008,0.1385,0.194,0.021,FALSE,0.117692390064368
"Kerr","Texas",21879,0.198272315919375,0.789524201288907,48517.5,34497,0.711021796259082,0.634229063396817,0.862,"Low",0.1385,0.729,0.451,46.7,0.223,0.267,0.055,188.42,3.86,6.9,0.015,0.2335,0.27,0.092,FALSE,0.117692390064368
"Kimble","Texas",1892,0.114693446088795,0.88107822410148,4546,2918,0.641882974043115,0.648389307745031,0.765,"Low",0.1435,0.7275,0.447,50.4,0.141,0.33,0.055,312.91,10.36,15.8,0.0025,0.254,0.203,0.097,FALSE,0.117692390064368
"King","Texas",145,0.0344827586206897,0.958620689655172,259.5,202,0.778420038535645,0.717821782178218,0.454,"High",0,0.85,0.415,39.5,0.2428,0.167,0.063,117.37,13.044,9.8,0,0.109,0.184,0.0345,FALSE,0.117692390064368
"Kinney","Texas",1425,0.366315789473684,0.617543859649123,3421.5,2250,0.657606313020605,0.633333333333333,0.754,"Low",0.3015,0.4515,0.452,44.9,0.2016,0.265,0.075,76.25,12.326,12.44,0.011,0.5245,0.145,0.031,FALSE,0.117692390064368
"Kleberg","Texas",8907,0.533737509823734,0.455596721679578,31349,17921,0.571660978021628,0.497014675520339,0.761,"Low",0.2545,0.2415,0.493,28.9,0.1782,0.247,0.059,796.99,5.836,8.2,0.0345,0.6925,0.204,0.066,FALSE,0.117692390064368
"Knox","Texas",1510,0.219867549668874,0.768211920529801,3592,2433,0.677338530066815,0.620632963419647,0.755,"Medium",0.171,0.632,0.442,42.5,0.2112,0.335,0.056,120.05,13.076,14.92,0.0715,0.2775,0.129,0.035,FALSE,0.117692390064368
"Lamar","Texas",17197,0.243123800662906,0.745827760655928,49393,31011,0.627842001903104,0.554545161394344,0.824,"Medium",0.1665,0.773,0.448,39.6,0.234,0.246,0.09,413.87,5.49,6,0.131,0.059,0.174,0.053,FALSE,0.117692390064368
"Lamb","Texas",4091,0.243950134441457,0.74749450012222,13859,8291,0.59823941121293,0.493426607164395,0.719,"Low",0.177,0.4425,0.42,35.9,0.215,0.299,0.077,350.87,12.376,8.82,0.043,0.5025,0.138,0.037,FALSE,0.117692390064368
"Lampasas","Texas",7204,0.205302609661299,0.780260966129928,20074,13669,0.680930556939324,0.527031970151438,0.826,"Medium",0.1595,0.7625,0.435,40.1,0.1906,0.273,0.069,121.09,7.834,9.08,0.0285,0.1705,0.173,0.049,FALSE,0.117692390064368
"Lavaca","Texas",8294,0.172172654931276,0.819387509042681,18947.5,13194,0.696345164269693,0.628619069273912,0.763,"Medium",0.1065,0.7705,0.444,44.5,0.1822,0.243,0.045,93.84,7.888,13.12,0.068,0.152,0.14,0.037,FALSE,0.117692390064368
"Lee","Texas",6221,0.262337244815946,0.724481594598939,16407.5,10282,0.626664635075423,0.605037930363742,0.791,"High",0.106,0.656,0.422,40.2,0.2018,0.264,0.049,345.52,9.85,9.18,0.1085,0.219,0.145,0.038,FALSE,0.117692390064368
"Leon","Texas",6945,0.152915766738661,0.837149028077754,16659.5,11152,0.669407845373511,0.62275824964132,0.787,"Medium",0.18,0.779,0.454,45.1,0.212,0.287,0.067,143.13,10.696,14.38,0.0825,0.1235,0.126,0.04,FALSE,0.117692390064368
"Liberty","Texas",22746,0.228699551569507,0.761584454409567,75292,43419,0.576674812729108,0.523872037587231,0.732,"High",0.156,0.701,0.413,35.9,0.319,0.273,0.088,401.59,7.65,5.7,0.1145,0.164,0.088,0.025,FALSE,0.117692390064368
"Limestone","Texas",7563,0.291947639825466,0.699193441755917,22875.5,13623,0.595527966601823,0.555164060779564,0.745,"Medium",0.196,0.6225,0.411,39.4,0.492,0.251,0.061,541.08,9.28,10.16,0.1825,0.1815,0.12,0.044,FALSE,0.117692390064368
"Lipscomb","Texas",1168,0.101883561643836,0.893835616438356,3148,2048,0.650571791613723,0.5703125,0.815,"High",0.1485,0.673,0.429,39.8,0.1938,0.309,0.035,20.72,12.976,8.62,0.0015,0.3005,0.225,0.037,FALSE,0.117692390064368
"Llano","Texas",9558,0.19062565390249,0.796191671897887,18725.5,15092,0.805959787455609,0.633315663927909,0.88,"High",0.1145,0.898,0.48,54.5,0.179,0.243,0.065,97.26,9.072,13.5,0.0035,0.079,0.26,0.082,FALSE,0.117692390064368
"Loving","Texas",64,0.140625,0.84375,81.5,110,1.34969325153374,0.581818181818182,0.4615,"High",0,0.767,0.207,36.9,0.2482,0.21,0.093,0,11.862,9.64,0,0.11,0.0895,0.0385,FALSE,0.117692390064368
"Lubbock","Texas",91184,0.288109756097561,0.696054132303913,270908,166194,0.613470255584922,0.548659999759317,0.834,"Low",0.1895,0.584,0.48,30.3,0.196,0.234,0.055,782.82,6.23,6.1,0.071,0.3125,0.275,0.095,FALSE,0.117692390064368
"Lynn","Texas",1959,0.25829504849413,0.734558448187851,5878,3886,0.661109220823409,0.504117344312918,0.742,"Low",0.166,0.4945,0.397,40.6,0.2176,0.263,0.068,84.89,11.42,9.12,0.016,0.465,0.159,0.028,FALSE,0.117692390064368
"Madison","Texas",4028,0.240069513406157,0.751737835153923,13433,7179,0.534430134742798,0.561080930491712,0.782,"Low",0.207,0.583,0.454,34.1,0.2056,0.31,0.069,333.62,13.034,9.44,0.209,0.195,0.115,0.024,FALSE,0.117692390064368
"Marion","Texas",4282,0.349135917795423,0.638253152732368,10558,7227,0.684504641030498,0.592500345925003,0.769,"Medium",0.213,0.72,0.487,47.9,0.363,0.26,0.079,439.89,11.44,16.22,0.2125,0.032,0.112,0.049,FALSE,0.117692390064368
"Martin","Texas",1624,0.152709359605911,0.842364532019704,4623,3133,0.677698464200735,0.518353016278328,0.709,"Medium",0.0755,0.5675,0.422,35.3,0.1624,0.272,0.043,140.89,11.732,9.64,0.0225,0.3915,0.126,0.032,FALSE,0.117692390064368
"Mason","Texas",1968,0.193089430894309,0.795223577235772,3951,2961,0.749430523917995,0.664640324214792,0.799,"Low",0.1575,0.803,0.471,46.2,0.2366,0.271,0.043,74.94,15.07,15.68,0.0035,0.179,0.289,0.083,FALSE,0.117692390064368
"Matagorda","Texas",12133,0.328030989862359,0.662655567460644,36855,21517,0.58382851716185,0.563879723009713,0.766,"Medium",0.2175,0.4775,0.469,37.7,0.243,0.278,0.099,288.14,9.31,7.3,0.111,0.373,0.141,0.032,FALSE,0.117692390064368
"Maverick","Texas",10563,0.786045630976049,0.205528732367699,52779,30718,0.582011784990242,0.343870043622632,0.552,"Low",0.319,0.0325,0.473,29.6,0.124,0.351,0.126,262.65,6.49,4.2,5e-04,0.951,0.137,0.042,FALSE,0.117692390064368
"Medina","Texas",16049,0.298087108231042,0.690323384634557,44830,30203,0.673722953379433,0.531371055855379,0.783,"Medium",0.1585,0.4755,0.422,37.6,0.1692,0.254,0.064,210.16,5.15,5.5,0.023,0.485,0.193,0.063,FALSE,0.117692390064368
"Menard","Texas",849,0.201413427561837,0.783274440518257,2187,1488,0.680384087791495,0.570564516129032,0.801,"Low",0.195,0.654,0.506,50.4,0.1834,0.343,0.061,195.55,12.604,14.72,0.0035,0.3365,0.139,0.034,FALSE,0.117692390064368
"Midland","Texas",44597,0.185797250936162,0.80025562257551,131579.5,79562,0.604668660391626,0.560531409466831,0.812,"High",0.1265,0.543,0.503,33.6,0.191,0.237,0.035,323.1,2.55,5.2,0.0635,0.367,0.239,0.063,FALSE,0.117692390064368
"Milam","Texas",8230,0.320291616038882,0.665978128797084,24768.5,14759,0.595877828693704,0.557625855410258,0.815,"Low",0.1765,0.659,0.462,39.8,0.22,0.249,0.079,154.61,5.72,8.4,0.097,0.2255,0.135,0.043,FALSE,0.117692390064368
"Mills","Texas",2201,0.126760563380282,0.855065879145843,4969.5,3409,0.685984505483449,0.645643883836902,0.772,"Low",0.1575,0.798,0.454,47.7,0.1838,0.311,0.051,180.42,10.198,16.1,0.003,0.1885,0.187,0.041,FALSE,0.117692390064368
"Mitchell","Texas",2316,0.232297063903282,0.758203799654577,9339,4503,0.482171538708641,0.514323784143904,0.734,"Medium",0.1545,0.529,0.398,35.6,0.1984,0.222,0.064,216.31,12.78,8.8,0.1085,0.3495,0.094,0.021,FALSE,0.117692390064368
"Montague","Texas",7751,0.143981421752032,0.844923235711521,19638,13304,0.677462063346573,0.582606734816597,0.812,"Medium",0.1305,0.887,0.438,43.1,0.197,0.272,0.049,173.23,8.05,8.86,0.0015,0.087,0.167,0.049,FALSE,0.117692390064368
"Montgomery","Texas",173113,0.190164805647178,0.796988094481639,433736,310887,0.716765497906561,0.556835763476762,0.859,"High",0.1095,0.7295,0.46,35.8,0.134,0.219,0.06,260.31,3.63,6.3,0.043,0.191,0.297,0.088,FALSE,0.117692390064368
"Moore","Texas",4985,0.193380140421264,0.795987963891675,21005,9605,0.457272078076648,0.519000520562207,0.695,"Medium",0.1305,0.409,0.383,31.1,0.166,0.306,0.041,312.58,12.146,8.48,0.012,0.527,0.137,0.041,FALSE,0.117692390064368
"Morris","Texas",5139,0.36154893948239,0.628916131543102,12893,8549,0.663072985340883,0.601122938355363,0.823,"High",0.1825,0.6815,0.444,43.5,0.2178,0.241,0.092,414.29,12.618,16.92,0.227,0.0675,0.173,0.078,FALSE,0.117692390064368
