"Country","Continent","LE","Year","Population","Urban.pop","GDP","Household.consump","Unemployment","Forest.area","Arable.land","Water","Food.prod.index","Health.expend","Immunization","Sanitation.faci","Immunization.measles","Health.exp.pocket","Fixed.tel","Mobile.cel","Internet.users"
"Ukraine","Europe",71.16,2013,78.52,69.27,4029.72,11.8045563306656,7.2,16.59,0.72,96.4,138.36,4.23,76,95.8,79,42.81,26.15,138.06,41
"Philippines","Asia",68.39,2011,316.94,45.02,2371.85,12.0117286277034,7,23.74,0.06,90.5,115.51,1.31,80,71.1,79,57.74,3.74,99.09,29
"Bahrain","Asia",75.49,2005,1171.64,88.4,18418.07,8.75540819565073,4.4,0.61,0,100,91.83,2.56,98,99.2,99,21.7,22,87.22,21.3
"Gambia, The","Africa",55.17,2000,121.43,47.87,637.11,6.54618264663831,7.2,45.55,0.23,82.7,99.01,1.24,80,59.7,89,35.38,2.71,0.46,0.92
"Sierra Leone","Africa",38.11,2000,56.26,35.63,156.59,6.51167103267972,3.3,40.48,0.12,47.2,43.63,3.96,44,11.3,37,66.26,0.46,0.29,0.12
"Albania","Europe",76.09,2005,109.91,46.73,2709.14,8.74284878490885,12.5,28.55,0.18,96,98.02,2.71,98,87.4,97,52.3,8.73,47.88,6.04
"Rwanda","Africa",55.19,2005,365.15,19.28,286.57,7.63035931483964,0.6,15.61,0.12,69.8,100.51,3.2,95,52.2,89,23.29,0.25,2.36,0.56
"Armenia","Asia",74.44,2012,104.61,63.16,3565.52,9.10314038775516,17.3,11.64,0.15,99.7,123.47,1.88,95,89.5,97,54.57,19.66,111.91,37.5
"Gambia, The","Africa",58.37,2011,172.84,57.01,516.98,6.56513820143718,7.2,47.59,0.26,89.5,86.62,3.76,96,58.8,91,20.98,2.91,80.76,10.87
"Angola","Africa",48.54,2005,14.37,36.17,2063.92,9.37697706184995,6.8,47.41,0.18,46,101.86,2.08,47,39,45,38.09,0.58,9.74,1.14
"Fiji","Oceania",68.49,2005,44.98,49.87,3658.62,7.69338592066618,4.6,54.58,0.21,92.9,98.7,2.94,96,82.3,90,11.82,13.68,24.92,8.45
"Guinea","Africa",51.25,2000,35.81,31.02,340.41,7.74185499722511,2,28.1,0.24,62.7,83.65,1.1,46,12.9,42,60.06,0.28,0.48,0.1
"Botswana","Africa",46.44,2010,3.61,56.24,6244,8.76552094178946,17.9,20.03,0.13,95.9,123.83,3.54,95,60.6,96,4.44,6.98,120.01,6
"Australia","Oceania",79.23,2000,2.49,87.17,21665.12,12.3923898341449,6.3,16.77,2.47,100,105.02,5.4,90,100,91,19.8,52.18,44.46,46.76
"Spain","Europe",78.97,2000,80.69,76.26,14787.76,12.7810998649307,14.2,34.02,0.33,99.9,99.96,5.17,95,99.9,94,23.58,42.46,60.24,13.62
"Austria","Europe",78.13,2000,97.02,65.8,24517.27,11.5637852003847,3.5,46.48,0.17,100,99.91,7.58,81,100,75,15.13,49.84,76.27,33.73
"Sudan","Africa",57.98,2000,14.63,32.5,352.5,8.95927177062022,15,12.2,0.47,62,79.09,0.92,62,25.4,58,66.27,1.13,0.07,0.03
"Uganda","Africa",52.84,2005,140.35,13.03,321.44,8.80252851239955,2,17.16,0.21,64.5,100.06,2.58,64,16.8,68,39.19,0.3,4.58,1.74
"Afghanistan","Asia",60.07,2011,44.13,25.07,622.38,9.87763216418397,8.9,2.07,0.27,49.8,110.53,1.53,68,29.9,64,72.64,0.05,60.33,5
"Guyana","South America",63.48,2000,3.77,28.69,960.19,6.15594031075635,11.5,84.44,0.61,86.2,97.49,4.95,88,79.2,86,13.14,9.19,5.35,6.61
"Russian Federation","Europe",65.47,2005,8.76,73.46,5323.47,12.840276767778,7.1,49.37,0.85,95.6,99.31,3.23,98,72.4,99,31.32,27.86,83.37,15.23
"Armenia","Asia",74.22,2010,104.09,63.58,3124.78,8.89201625745705,19,11.63,0.15,98.4,104.6,1.92,94,89.5,97,55.87,19.99,130.43,25
"Russian Federation","Europe",65.34,2000,8.95,73.35,1771.59,11.6948618642672,10.6,49.4,0.85,94.9,88.88,3.25,96,72.5,97,29.97,21.85,2.22,1.98
"Philippines","Asia",66.8,2000,261.37,47.96,1039.7,10.9767989561537,11.2,23.57,0.06,87.1,84.02,1.53,78,63.8,78,40.5,3.94,8.31,1.98
"Oman","Asia",74.41,2005,8.1,72.4,12398.59,9.15906076170553,7.8,0.01,0.01,87.8,112.2,2.14,99,93.3,98,10.58,10.52,52.86,6.68
"Germany","Europe",78.68,2004,236.59,73.29,34165.93,14.296634458416,10.3,32.62,0.14,100,103.4,8.19,96,99.2,96,13.47,65.03,85.06,64.73
"United Arab Emirates","Asia",76.41,2009,92.17,83.72,32905.05,11.8424476055294,4.2,3.78,0.01,99.6,100.49,2.57,93,97.5,93,19.49,20.47,138.27,64
"United Arab Emirates","Asia",75.8,2006,61.86,82.65,42950.1,11.7620846167549,3.3,3.74,0.01,99.7,92.46,1.38,92,97.5,92,29.76,26.86,113.2,52
"Luxembourg","Europe",79.29,2006,182.49,87.01,88680.24,9.58067904060877,4.7,33.47,0.13,100,100.82,6.6,99,97.7,95,11.54,53.28,152.94,72.51
"United Arab Emirates","Asia",75.36,2004,47.56,81.87,37179.68,11.4320004014686,3.1,3.73,0.02,99.7,102.39,1.46,94,97.5,94,30.41,32.46,100.67,30.13
"Greece","Europe",80.63,2012,86.06,77,22146.92,12.0537632445082,24.2,30.75,0.23,100,88.47,6.22,99,99,99,28.44,49.09,120.1,55.07
"Montenegro","Europe",74.1,2008,45.87,62.74,7325.7,8.32435331049147,16.8,55.51,0.28,98.5,95.32,3.99,95,92.5,89,34.92,28.13,187.19,32.9
"Russian Federation","Europe",70.37,2012,8.74,73.79,14078.83,13.8054075843618,5.5,49.77,0.84,96.6,113.87,3.32,97,72.2,98,44.95,29.45,145.33,63.8
"Maldives","Asia",70.51,2001,950.99,28.86,3099.48,6.31983260483118,11.5,3.33,0.01,95.5,81.37,3.06,98,81.5,98,23,9.81,6.8,3.62
"Australia","Oceania",81.4,2008,2.77,88.45,49628.12,13.295155943902,4.2,16.27,2.07,100,103.64,5.92,92,100,94,17.93,43.29,102.19,71.67
"Australia","Oceania",81.29,2007,2.71,88.3,40957.83,13.0868106425861,4.4,16.38,2.12,100,97.12,5.76,92,100,94,17.95,45.94,100.06,69.45
"Luxembourg","Europe",80.54,2008,188.67,87.8,112851.46,9.81704583144358,5.1,33.47,0.13,100,103.33,6.49,99,97.6,96,9.15,53.48,145.08,82.23
"Ireland","Europe",80.19,2009,65.84,61.57,51900.27,11.5911038204341,12,10.44,0.24,97.3,93.8,7.22,94,90,90,16.12,48.34,106.67,67.38
"Malta","Europe",79.64,2008,1279.31,94.3,20895.78,8.5903916071918,6,1.09,0.02,100,105.96,5.3,72,100,78,32.99,57.3,91.64,50.08
"United Kingdom","Europe",79.45,2007,253.47,80.48,48428.16,14.4495158612736,5.4,12.55,0.1,100,98.04,6.74,92,99.2,86,10.05,54.88,121.1,75.09
"Malta","Europe",79.25,2004,1253.96,93.41,14064.23,8.23173797102128,7.3,1.09,0.02,100,100.92,5.89,89,100,94,28.21,49.99,74.08,34.62
"United Kingdom","Europe",79.25,2006,251.51,80.2,42534.31,14.3117482331326,5.5,12.52,0.1,100,100.23,6.77,92,99.2,85,9.93,55.84,115.6,68.82
"Austria","Europe",79.18,2004,98.96,65.82,36693.4,11.9994364696973,4.9,46.6,0.17,100,101.68,7.79,83,100,74,16.96,46.64,97.54,54.28
"Greece","Europe",78.84,2003,85.48,73.69,18326.22,11.7812763124983,9.7,28.64,0.25,99.2,90.28,5.34,94,96.5,94,34.25,57.11,81,17.8
"Malta","Europe",78.74,2002,1237.4,92.91,10849.75,7.90098112573041,6.9,1.09,0.02,100,104.69,5.53,95,100,65,28.63,50.49,67.45,28.92
"Greece","Europe",78.64,2002,85.21,73.3,14005.36,11.5303078128104,10.3,28.4,0.25,99.1,101.34,5.28,92,96.2,92,35.02,57.08,84.47,14.67
"Belgium","Europe",78.13,2003,342.67,97.29,30743.96,12.0110294305003,8.2,22.17,0.08,100,102.1,7.05,95,99.5,82,21.78,46.94,82.87,49.97
"Qatar","Asia",76.95,2001,52.86,96.51,28577.3,7.90375143088551,0.8,0,0.02,99.2,88.27,1.92,93,99.3,92,24.76,27.37,29.08,6.17
"Vietnam","Asia",74.9,2007,271.61,28.5,919.21,10.8778507581479,2.3,43.53,0.07,87.3,107.4,2.56,92,64.7,83,54.95,12.9,52.02,20.76
"Barbados","North America",73.4,2002,631.35,33.47,11674.94,7.76004068088038,10.3,14.65,0.05,97.9,92.26,3.96,87,88.1,91,24.1,49.35,36.06,27.84
"Sri Lanka","Asia",73.09,2003,305.74,18.41,984.81,9.51533742126237,8.2,34.25,0.05,83.1,98.24,1.65,99,84.3,99,47.24,4.81,7.14,1.46
"Bhutan","Asia",66.51,2009,18.57,34.01,1786.81,6.45739740198324,4,70.71,0.14,94.9,89.22,4.89,93,45.2,94,11.95,3.74,48.11,7.17
"Timor-Leste","Asia",65.39,2009,70.5,28.85,780.26,6.3297209055227,5.2,50.65,0.15,66.7,132.95,1.3,72,38.8,70,3.6,0.27,32.97,0.19
"Bhutan","Asia",64.72,2006,17.5,31.71,1346.09,5.81571137119206,3.1,69.93,0.23,91.5,110.92,4.29,95,40.5,90,18.15,4.74,12.33,4.52
"Yemen, Rep.","Asia",60.9,2002,35.67,27.32,567.82,8.88259851444871,14,1.04,0.08,58.5,89.29,2.14,69,42.5,64,46.68,2.92,2.62,0.52
"Gabon","Africa",59.48,2003,5.12,82.23,4929.32,7.80110077072107,20.8,85.38,0.25,86.4,100.35,1.57,45,39.4,55,49.71,2.92,22.8,2.66
"Gabon","Africa",59.42,2002,5,81.57,4119.15,7.60904422523371,20.7,85.38,0.25,85.6,99.49,1.3,45,39.2,55,55.21,2.5,21.73,1.94
"Gambia, The","Africa",56.46,2004,137.82,51.48,414.98,6.22499397797461,7.1,46.34,0.22,85.2,108.02,2.51,87,59.3,92,20.36,3.09,12.57,3.31
"Congo, Rep.","Africa",55.93,2008,11.22,62.34,3094.11,8.50377557647489,6.6,65.7,0.13,73.3,116.29,1.24,79,13.9,69,39.77,0.23,46.61,4.29
"Uganda","Africa",54.72,2007,150.1,13.6,409.87,9.17280152369494,3,15.81,0.21,67.7,102.91,2.69,73,17.3,75,47.85,0.54,13.65,3.67
"Tanzania","Africa",51.95,2003,41.62,23.61,325.55,9.00328914190512,3.5,57.26,0.23,54.5,83.17,1.86,95,10.2,97,44.11,0.4,3.53,0.68
"Burkina Faso","Africa",51.27,2002,44.92,19.26,260.81,7.76882924021836,3,22.4,0.38,63.6,89.08,2.2,69,12.7,64,52.87,0.5,0.9,0.2
"Uganda","Africa",50.89,2003,131.21,12.48,241.69,8.49382629966953,3.2,18.04,0.22,61.2,99.94,2.13,59,16.3,64,30.76,0.23,2.89,0.46
"Burundi","Africa",49.16,2003,288.21,8.91,106.02,6.55189428940694,7.3,7.31,0.13,72.7,104.26,2.03,82,45.1,76,54.01,0.33,0.88,0.2
"Nigeria","Africa",47.22,2002,141.91,36.51,457.4,10.7352403550164,7.7,13.52,0.26,54.2,84.89,0.62,25,33.3,30,67.3,0.54,1.21,0.32
"Chad","Africa",46.93,2002,7.15,21.7,220.8,7.88069473927313,7,4.97,0.41,45.7,89.94,2.48,25,10.1,25,66.48,0.13,0.38,0.17
"Nigeria","Africa",46.88,2001,138.36,35.67,350.26,10.4088902990462,7.6,13.97,0.26,53,80.89,1.02,27,33.7,32,62.74,0.48,0.21,0.09
"Angola","Africa",46.71,2002,12.92,33.9,948.84,8.75538140216154,6.8,47.71,0.19,45.7,81.37,1.84,47,34.8,74,46.32,0.54,0.94,0.27
"Malawi","Africa",46.28,2001,121.89,14.7,149.37,7.23026622301556,7.8,37.48,0.25,64.4,111.4,2.22,90,34.7,81,23.94,0.47,0.48,0.16
"Belgium","Europe",78.88,2004,344.16,97.35,35589.71,12.1457401466667,8.4,22.22,0.08,100,104.23,7.15,95,99.5,82,20.92,45.98,87.46,53.86
"Germany","Europe",78.38,2003,236.62,73.23,30359.95,14.1840899835453,9.3,32.6,0.14,100,94.88,8.57,97,99.2,95,12.08,64.73,77.34,55.9
"Spain","Europe",79.87,2004,85.98,77.02,24918.65,13.3370280766293,11.2,34.5,0.3,100,102.17,5.8,97,99.9,97,22.73,41.99,90.43,44.01
"Cyprus","Asia",79.64,2012,122.22,67.26,28868.27,9.73244712386004,11.8,18.7,0.08,100,83.03,3.44,99,100,86,46.26,33.06,98.4,60.69
"Sri Lanka","Asia",73.62,2008,322.85,18.35,2010.96,10.2569405114513,5.2,33.63,0.06,88.8,115.43,1.55,98,89.6,98,44.24,16.85,54.19,5.8
"Central African Republic","Africa",49.48,2012,7.42,39.26,469.68,7.56616607673322,6.9,35.66,0.39,68.2,119.61,1.92,47,21.5,49,44.19,0.02,25.26,3
"Botswana","Africa",46.99,2012,3.76,56.7,6935.59,9.07583593466862,17.7,19.67,0.13,96.1,130,3.22,95,62.4,97,5.3,8.01,153.79,11.5
"Italy","Europe",82.24,2012,202.42,68.56,34844.5,14.0612826536327,10.7,31.06,0.12,100,92.58,7.1,97,99.5,90,18.78,35.72,159.63,55.83
"Ireland","Europe",80.9,2012,66.58,62.39,48976.93,11.5388576991561,14.7,10.7,0.26,97.7,95.36,6,95,90.3,92,16.89,43.88,107.21,76.92
"Finland","Europe",80.63,2012,17.82,83.82,47415.56,11.8507449365199,7.6,73.11,0.42,100,92.46,6.82,99,97.6,97,18.66,16.45,172.32,89.88
"Belgium","Europe",80.39,2012,367.51,97.73,44731.22,12.4626216494833,7.5,22.53,0.07,100,97.95,8.19,99,99.5,96,20.4,42.03,111.33,80.72
"Serbia","Europe",74.84,2012,82.31,55.31,5659.38,10.354844660937,23.9,31.05,0.46,99.2,91.86,6.48,91,96.5,87,37.13,38.37,117.77,48.1
"Namibia","Africa",63.88,2012,2.78,43.67,5679.96,9.04396578367579,16.7,8.67,0.35,88.8,92.29,4.92,84,33.1,76,6.82,7.58,95.02,12.94
"Senegal","Africa",63.2,2012,71.57,42.78,1019.27,9.21850991023823,10.3,43.59,0.24,76.3,130.59,2.18,91,46.1,83,38.27,2.48,83.57,10.8
"Kenya","Africa",61.08,2012,74.75,24.37,1184.92,10.6074985080183,9.2,7.56,0.14,61.6,122.42,1.82,83,29.6,93,45.31,0.58,71.17,32.1
"Japan","Asia",83.1,2012,349.91,91.9,46679.27,15.0997450419876,4.3,68.47,0.03,100,98.21,8.44,98,100,96,14.33,50.47,110.91,79.5
"Luxembourg","Europe",81.39,2012,205,89.25,105447.09,9.81891120844605,5.1,33.47,0.12,100,87.92,5.99,99,97.6,99,10.97,50.92,145.36,91.95
"Cambodia","Asia",70.15,2009,80.13,19.67,735.41,9.01622392818087,0.1,57.91,0.28,61.9,135.24,1.22,94,31.9,92,61.18,0.38,44.31,0.53
"Lithuania","Europe",73.86,2012,47.67,66.6,14342.52,10.1970135161448,13.2,34.69,0.76,95.8,120.6,4.35,93,91.2,93,30.35,22.31,165.06,67.23
"Congo, Dem. Rep.","Africa",49.62,2012,31.01,40.95,390.71,9.90280481952698,8.2,67.71,0.1,51.4,115.73,1.87,75,27.6,72,32.48,0.09,30.58,1.68
"Poland","Europe",76.8,2012,124.3,60.69,13142.05,12.6375140297849,10.1,30.6,0.29,98,108.34,4.67,99,95.7,98,22.74,15.57,141.55,62.31
"Estonia","Europe",76.33,2012,31.2,67.84,17490.99,9.40638648141462,10.1,52.68,0.47,99.5,128.15,4.62,94,97.2,94,18.15,34.72,160.41,78.39
"Hungary","Europe",75.06,2012,109.58,69.83,12819.71,11.1308850928658,10.9,22.7,0.44,100,78.96,4.98,99,98,99,28.25,29.68,116.07,70.58
"Bulgaria","Europe",74.31,2012,67.3,72.97,7333.36,10.4644801065797,12.3,34.74,0.45,99.5,107.98,4.18,95,86,94,42.52,29.31,148.13,51.9
"Qatar","Asia",77.08,2002,54.64,96.69,30523.49,8.17941289966381,0.7,0,0.02,99.4,106.44,2.04,96,99.2,99,24.87,28.03,42.35,10.23
"Suriname","South America",68.14,2002,3.12,66.59,2217.7,6.62628056760634,7,98.61,0.09,90.3,85.24,3.55,73,80.7,73,22.1,16.39,22.57,4.16
"Pakistan","Asia",64.43,2002,187.15,33.75,501.19,10.8981037646462,7.8,2.63,0.22,88.9,88.22,0.87,68,40.5,63,55.91,2.44,1.13,2.58
"Gambia, The","Africa",57.06,2006,147.01,53.18,440.31,6.43818355645127,7.1,46.72,0.2,86.5,98.4,3.25,95,59.1,89,20.65,3.12,27.28,5.24
"Guinea-Bissau","Africa",52.61,2006,53.15,41.73,395.98,6.35638539990056,6.9,73.33,0.19,62.5,103.67,1.07,71,16.3,74,47.86,0.47,10.83,2.06
"Uganda","Africa",48.97,2001,122.79,12.17,238.05,8.41651724158148,2.4,18.92,0.22,58,91.12,2.17,55,15.8,59,34.38,0.22,1.13,0.24
"China","Asia",74.42,2007,140.38,45.2,2673.29,14.0973833189946,3.8,20.88,0.08,88.5,108.12,2.04,93,67.2,94,44.05,27.4,41.02,16
"Sri Lanka","Asia",73.62,2007,319.55,18.36,1614.36,9.9861678556177,6,33.68,0.05,87.6,103.59,1.76,98,88.5,98,42.5,13.51,39.32,3.88
"Mongolia","Asia",66.36,2008,1.69,65.58,2138.38,8.02361464472613,5.6,7.95,0.32,62,118.69,3.93,96,55.1,97,35.46,7.62,66.97,9.8
"Algeria","Africa",70.88,2012,15.72,68.87,5583.62,11.1155384907031,11,0.81,0.2,84.9,142.12,4.41,95,87,95,25.79,8.55,97.52,15.23
"India","Asia",64.46,2006,390.86,29.57,816.73,13.2004841531956,4.3,22.91,0.14,86.5,105.3,1,65,31.6,69,67.19,3.57,14.52,2.81
"Mauritania","Africa",60.54,2007,3.23,54.59,1008.55,7.61693819708747,31.4,0.25,0.12,50.7,103.41,1.63,75,32,67,50.57,1.21,42.46,1.43
"Lesotho","Africa",46.63,2009,65.56,24.26,859.83,7.46410287504888,28.5,1.44,0.17,80.7,93.96,7.01,91,28,84,19.73,2.01,33.22,3.72
"Cote d'Ivoire","Africa",50.4,2012,66.36,52.04,1281.38,9.79057190191855,4.1,32.71,0.14,81.2,123.12,1.97,82,21.6,74,54.47,1.39,91.23,5
"Jordan","Asia",73.75,2012,71.16,82.97,4896.69,10.0983036431965,12.2,1.1,0.03,96.9,132.52,5.46,98,98.6,98,21.68,6.2,128.17,37
"Czech Republic","Europe",75.72,2004,131.98,73.67,11667.63,10.9745350662349,8.3,34.24,0.32,99.8,104.52,6.15,98,99.1,97,10.35,33.58,105.63,35.5
"Romania","Europe",72.57,2007,90.84,53.44,8214.19,11.6566253824637,6.4,28.02,0.42,93.5,80.93,4.3,96,76.3,97,17.29,20.06,92.66,28.3
"Latvia","Europe",72.03,2004,36.39,67.9,6344.98,9.10400048800484,9.9,52.83,0.45,98.5,94.46,3.68,99,83,98,40.67,28.81,68.07,38.58
"Latvia","Europe",70.96,2002,37.14,67.85,4128.64,8.67483605218965,13.2,52.47,0.42,98.3,91.41,3.28,97,82.1,98,45.17,30.26,39.58,21.94
"China","Asia",74.58,2008,141.1,46.54,3441.22,14.3262863044864,4.4,21.05,0.08,89.5,113.92,2.31,97,68.4,97,40.42,25.35,47.76,22.6
"Bhutan","Asia",65.37,2007,17.88,32.47,1755.16,6.31665914381953,3.7,70.19,0.2,92.7,111.69,5.12,95,42.1,95,12.53,4.39,22,5.92
"Israel","Asia",82.06,2013,372.44,92.01,36281.2,11.9978656119662,6.3,7.42,0.04,100,110.2,4.28,94,100,96,26.35,37.5,122.85,70.8
"Germany","Europe",81.04,2013,231.38,74.89,46441.68,14.545406890269,5.3,32.75,0.15,100,107.37,8.68,96,99.2,97,12.89,58.87,120.92,84.17
"Finland","Europe",80.83,2013,17.9,83.95,49492.83,11.8990058304562,8.2,73.11,0.41,100,96.23,7.08,98,97.6,97,18.54,13.86,136.58,91.51
"Slovak Republic","Europe",76.26,2013,112.57,53.95,18109.5,10.9244458200129,14.2,40.33,0.26,100,86.96,5.75,98,98.8,98,22.14,17.74,113.91,77.88
"United Arab Emirates","Asia",76.78,2011,104.48,84.38,39901.22,12.1074874035597,4.1,3.81,0.01,99.6,64.45,2.18,94,97.5,94,19.16,20.45,131.4,78
"Saudi Arabia","Asia",75.7,2013,14.05,82.72,24646.02,12.3178942582736,5.7,0.45,0.1,97,107.93,2.03,98,100,98,19.8,17.13,184.2,60.5
"Hungary","Europe",75.27,2013,109.28,70.31,13585.43,11.1612342245821,10.2,22.75,0.45,100,88.77,5.12,99,98,99,27.49,29.91,116.43,72.64
"Turkey","Asia",75.18,2013,97.46,72.37,10975.07,13.2757686423361,8.7,14.96,0.27,99.8,129.78,4.33,98,94.1,98,14.98,18.09,92.96,46.25
"France","Europe",81.41,2009,118.17,78.11,41631.13,14.2301086068477,9.1,29.79,0.28,100,99.33,8.99,98,98.7,89,7.5,65.09,92.1,71.58
"France","Europe",81.11,2007,116.91,77.62,41600.58,14.1955694097323,8,29.38,0.29,100,95.37,8.37,98,98.7,90,7.33,55.94,88.98,66.09
"Austria","Europe",80.33,2009,101.04,65.85,47654.19,12.2694444550744,4.8,46.73,0.16,100,104.03,8.51,83,100,76,16.01,38.86,136.58,73.45
"United Kingdom","Europe",80.05,2009,257.41,81.03,37166.28,14.2199573344154,7.8,12.61,0.1,100,99.6,8.09,93,99.2,86,8.73,54.3,123.95,83.56
"Germany","Europe",79.84,2009,234.94,74.09,41732.71,14.4900365605419,7.7,32.71,0.15,100,105.76,9.03,96,99.2,97,13.08,64.56,126.23,79
"United Kingdom","Europe",79.6,2008,255.47,80.76,45195.16,14.3991608186186,5.4,12.58,0.1,100,103.11,7.15,92,99.2,86,8.92,55.75,122.19,78.39
"Germany","Europe",79.53,2007,235.94,73.7,41814.82,14.4550276580829,8.6,32.68,0.14,100,100.18,8,96,99.2,97,13.6,63.53,115.14,75.16
"Malta","Europe",78.84,2001,1228.21,92.64,9967.79,7.8456039594194,7.1,1.09,0.02,100,106.76,4.88,95,100,70,29.73,50.78,58.52,17.88
"United Kingdom","Europe",78.75,2004,247.96,79.63,38305.87,14.2076701591056,4.7,12.43,0.1,100,99.7,6.44,92,99.2,81,10.04,57.64,99.51,65.61
"Malta","Europe",78.55,2003,1245.57,93.16,12844.59,8.09403955971901,7.5,1.09,0.02,100,103.63,5.73,94,100,90,28.71,50.58,70.42,31.64
"Germany","Europe",78.33,2001,236.03,73.11,23687.32,13.9278376257485,7.8,32.56,0.14,100,102.32,8.33,93,99.2,94,11.6,62.61,67.15,31.65
"Netherlands","Europe",78.29,2002,478.35,79.11,28817.32,12.3556999388241,2.6,10.72,0.06,100,99.04,5.54,97,98,95,8.02,50.03,75.43,61.29
"Germany","Europe",78.23,2002,236.45,73.17,25205.16,13.9831640798521,8.6,32.58,0.14,100,98.89,8.48,93,99.2,94,11.72,64.13,70.66,48.82
"United States","North America",77.94,2008,33.24,80.44,48401.43,16.1194590910513,5.9,33.58,0.53,99,107.4,7.39,96,99.9,92,12.69,53.08,85.21,74
"United States","North America",77.84,2007,32.88,80.27,48061.54,16.092830015972,4.7,33.44,0.54,99,104.86,7.03,95,99.9,92,12.99,52.15,82.06,75
"Portugal","Europe",77.67,2004,114.58,56.91,18045.59,11.6968461591289,6.7,36.12,0.15,98.6,104.06,6.84,95,97.3,95,23.43,40.45,100.89,31.78
"United States","North America",77.59,2006,32.57,80.1,46437.07,16.0459541778235,4.7,33.35,0.54,99,100.19,6.89,96,99.9,92,13.05,55.65,76.29,68.93
"United States","North America",77.34,2004,31.96,79.76,41921.81,15.9269371430739,5.6,33.24,0.57,98.9,100.51,6.7,96,99.8,93,13.48,60.13,62.55,64.76
"Denmark","Europe",77.14,2003,127.05,85.36,40458.77,11.5428702121429,5.4,13.41,0.42,100,99.76,8.04,96,99.6,96,13.98,67.14,88.56,76.26
"United States","North America",76.74,2001,31.1,79.23,37273.62,15.7760426266704,4.8,33.16,0.62,98.8,93.69,6.08,94,99.8,91,14.24,66.63,44.69,49.08
"Barbados","North America",74.47,2008,644.92,32.41,16569.6,8.08856180527623,8.1,14.65,0.05,98.8,95.01,4.1,85,92.2,94,26.23,48.63,103.97,61.4
"Oman","Asia",72.79,2001,7.34,71.55,8559.57,8.888531894985,8.1,0.01,0.01,84.7,91.05,2.54,99,89.8,99,11.27,10.29,14.43,5.89
"Maldives","Asia",72.47,2003,983.32,31.25,3537.01,6.48432984549698,12.8,3.33,0.01,96.2,91.79,3,98,85.4,96,36.11,10.45,23.11,5.98
"Maldives","Asia",71.52,2002,967.16,30.04,3139.32,6.32698990701146,12.1,3.33,0.01,95.9,78.16,2.99,98,83.5,97,23.44,10.13,14.82,5.35
"Fiji","Oceania",68.84,2007,45.69,50.66,4079.23,7.83891097775029,8.6,54.49,0.2,93.8,95.02,2.79,99,85.3,94,15.42,14.59,63.45,10.9
"Madagascar","Africa",60.24,2003,29.65,27.94,317.42,8.40769523947218,5,22.2,0.17,40.4,88.72,2.26,66,10.6,65,40.66,0.35,1.64,0.42
"Tanzania","Africa",58.18,2009,49.92,27.44,665.34,9.84906938080105,2.5,54.55,0.26,55.1,111.57,3.65,85,12.6,91,14.59,0.4,40.03,2.4
"Tanzania","Africa",57.1,2008,48.37,26.78,657.73,9.77027382373682,2.5,55,0.26,55,107.66,3.37,86,12.2,88,15.51,0.29,30.71,1.9
"Guinea","Africa",51.28,2001,36.45,31.36,316.38,7.69582165383062,1.9,27.95,0.25,63.7,84.79,1.27,50,13.4,44,57.36,0.29,0.63,0.18
"Chad","Africa",49.31,2009,9.14,21.93,803.91,8.76181639440738,7,4.47,0.37,49.2,107.08,1.23,24,11.4,36,62.31,0.51,20.06,1.5
"Swaziland","Africa",47.43,2001,62.49,22.56,1255.47,6.89111763782911,22.8,30.38,0.17,53.7,84.95,2.93,84,52.3,93,17.95,3.14,5.12,1.28
"Cote d'Ivoire","Africa",46.46,2003,55,45.51,875.09,9.24450698851907,4.1,32.62,0.16,78.7,93.54,1.49,61,18.6,70,52.72,1.41,7.57,0.76
"Swaziland","Africa",45.96,2003,63.25,22.3,1704.15,7.10179952247107,22.8,30.92,0.16,57.4,94.35,3.72,85,53.2,93,14.44,4.25,7.81,2.44
"Lesotho","Africa",45.74,2008,64.96,23.77,826.83,7.39756153552405,25.3,1.44,0.18,80.5,95.7,6.06,88,27.6,80,21.77,2.09,30.08,3.58
"Sierra Leone","Africa",38.85,2001,58.47,35.87,255.79,6.94148981671177,3.3,40.21,0.16,48.2,48.54,3.13,38,11.5,50,69.75,0.53,0.63,0.16
"Australia","Oceania",81.54,2009,2.82,88.59,42715.13,13.1318572674706,5.6,16.15,2.1,100,104.9,6.18,92,100,94,18.11,48.6,100.74,74.25
"Spain","Europe",80.82,2006,88.98,77.5,28482.61,13.4927417628335,8.6,35.02,0.29,100,102.13,6.01,98,99.9,97,21.11,45.11,103.76,50.37
"Austria","Europe",80.43,2008,100.77,65.84,51386.38,12.3138824242928,3.8,46.7,0.16,100,105.51,8.01,83,100,83,15.98,39.38,129.66,72.87
"Australia","Oceania",79.63,2001,2.53,87.38,19495.15,12.3117086932256,6.8,16.74,2.57,100,110.12,5.42,92,100,92,19.25,51.62,57.12,52.69
"Portugal","Europe",78.42,2006,115.04,58.14,19821.44,11.8101898054989,7.7,35.91,0.12,99,98.49,6.72,97,97.9,97,25.12,40.26,116.04,38.01
"United Arab Emirates","Asia",76.01,2007,71.89,83.02,42913.78,11.9781474302607,3.4,3.76,0.01,99.6,92.35,1.46,92,97.5,92,30.12,23.9,133.36,61
"Trinidad and Tobago","North America",69.24,2007,255.22,9.57,16530.24,9.25184981015289,5.5,44.55,0.02,94.5,105.02,2.34,88,91.2,91,41.79,23.46,115.25,32.3
